click,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,day_0,day_1,day_2,day_3,day_4,day_5,day_6,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
1,345995,564428,429460,964007,815315,593007,535383,261803,725226,846380,400262,259883,631216,66376,248116,986963,25652,564428,869051,328281,49415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,740524,467906,372431,350208,458689,836955,725226,895149,763844,259883,564428,352739,248116,986963,30085,564428,939892,328281,340735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,593007,535383,261803,725226,201020,553336,259883,564428,176281,248116,986963,25652,564428,869051,328281,49415,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,144251,613461,259883,564428,676083,803942,807057,757669,564428,282545,328281,49415,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,423728,887100,318934,725226,759123,32054,259883,564428,51245,248116,986963,690563,702779,939892,328281,943842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,637266,437373,259883,564428,383076,248116,986963,66602,564428,282545,328281,224261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,462940,845683,318934,725226,847865,680039,259883,702779,943233,248116,986963,121569,259883,485783,125425,203171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,366674,535383,318934,676065,738165,777066,259883,564428,780883,248116,986963,386435,702779,479378,988834,943842,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,259883,882473,986835,372431,350208,458689,836955,725226,851852,749063,259883,564428,527943,248116,986963,161761,631216,939892,103976,991672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,259883,882473,986835,372431,350208,458689,836955,725226,443662,803157,259883,564428,847341,248116,986963,109377,631216,282545,103976,943842,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,593007,535383,261803,725226,948093,419827,259883,564428,435748,248116,986963,718822,631216,869051,328281,943842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,485822,295948,259883,564428,452593,248116,986963,681505,564428,282545,328281,49415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,5351,968867,259883,564428,706113,248116,986963,74218,564428,903541,328281,49415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,925661,535383,318934,725226,580827,104612,259883,564428,367762,248116,986963,788135,702779,869051,328281,387618,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,486317,900909,196941,350208,458689,836955,725226,168706,80504,259883,564428,3088,248116,986963,430693,631216,359276,328281,546470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,456171,321924,259883,631216,410377,248116,986963,66602,564428,282545,328281,224261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,345995,564428,429460,964007,815315,585620,957157,318934,725226,374879,374341,259883,564428,611336,248116,986963,986134,702779,236954,70588,460151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,345995,564428,361207,702644,326240,350208,458689,836955,725226,38529,437373,259883,564428,440870,1919,515431,777868,631216,939892,328281,218808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,300206,763844,259883,564428,842450,248116,986963,66602,564428,282545,328281,224261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,486317,900909,196941,350208,458689,836955,725226,261997,80504,259883,564428,3088,248116,986963,430693,631216,359276,328281,546470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,718595,763844,259883,564428,336367,248116,986963,66602,564428,282545,929369,224261,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,276344,971226,974780,241664,210427,921716,259883,564428,898368,248116,986963,489959,702779,939892,103976,943842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,345995,564428,991515,734310,372431,350208,458689,836955,725226,848753,968867,259883,564428,641393,248116,986963,962764,702779,779763,383751,943842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,345995,259883,377955,453836,372431,350208,458689,836955,725226,675674,779229,259883,564428,585910,248116,986963,950196,564428,250473,233049,424836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,615344,535383,158179,329314,418042,571007,259883,564428,945609,248116,986963,695133,631216,939892,231442,991672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,345995,564428,429460,964007,815315,577973,535383,318934,725226,580827,733826,259883,564428,814770,248116,986963,788135,702779,869051,328281,943842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,351888,259883,429460,964007,815315,943181,458689,318934,975911,584449,292584,905210,631216,433586,248116,43574,27363,564428,379631,328281,424836,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,128595,832114,372431,350208,458689,836955,725226,124993,571007,259883,564428,457588,248116,986963,926137,564428,903541,368037,340735,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,480787,627572,259883,564428,336367,248116,986963,66602,564428,282545,849033,224261,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,504857,535383,974780,899686,472224,175259,259883,702779,445322,248116,986963,187224,564428,30617,125425,49415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,891221,880694,318934,725226,38660,733826,259883,564428,702958,248116,986963,690563,702779,270568,328281,943842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,345995,564428,721269,123979,196941,350208,458689,836955,725226,379151,80504,259883,564428,476222,248116,986963,69926,702779,230046,789176,447190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,345995,564428,968647,595373,372431,350208,458689,836955,725226,332411,928644,259883,564428,982994,248116,986963,549108,702779,479378,988834,943842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,345995,259883,882473,986835,372431,350208,458689,836955,725226,253612,967146,259883,564428,870799,248116,986963,435684,631216,479378,328281,943842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,345995,564428,849498,832114,372431,350208,458689,836955,725226,193864,763844,259883,564428,494436,248116,986963,436927,564428,479378,53283,107673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,585620,957157,318934,725226,809803,374341,259883,564428,611336,248116,986963,986134,702779,236954,70588,460151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,345995,564428,486317,900909,196941,350208,458689,836955,725226,992935,675270,259883,564428,859350,248116,986963,681595,564428,282545,328281,224261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,345995,259883,882473,986835,372431,350208,458689,836955,725226,111581,370387,259883,564428,475835,248116,986963,528560,702779,869051,291331,447190,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,259883,138225,624751,372431,350208,458689,836955,725226,349959,191680,259883,564428,291850,248116,986963,962167,564428,731379,53283,391079,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,361207,702644,326240,350208,458689,836955,725226,38529,437373,259883,564428,440870,1919,515431,777868,631216,939892,328281,218808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,259883,882473,986835,372431,350208,458689,836955,725226,278172,967146,259883,564428,949119,248116,986963,435684,631216,479378,328281,943842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,593007,535383,261803,725226,568127,705088,259883,564428,435748,248116,986963,718822,631216,282545,328281,943842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,849498,832114,372431,350208,458689,836955,725226,371389,4811,259883,564428,494436,248116,986963,926137,564428,479378,233049,107673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,259883,858068,277844,326240,350208,458689,836955,725226,467818,979103,259883,564428,302519,248116,986963,397127,631216,869051,314736,108916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,345995,259883,882473,986835,372431,350208,458689,836955,725226,837384,429140,259883,564428,949119,248116,986963,215368,702779,939892,328281,943842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,451154,80504,259883,564428,22521,248116,986963,66602,564428,282545,328281,224261,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,848427,535383,158179,725226,661092,427930,259883,702779,445322,248116,986963,187224,564428,282545,243199,49415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,259883,402323,258170,372431,350208,458689,836955,725226,927885,705088,259883,564428,564768,248116,986963,736145,631216,282545,328281,979506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,135345,535383,158179,348420,618182,759632,259883,631216,189,248116,986963,328433,702779,270568,328281,943842,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,571723,430436,372431,350208,458689,836955,725226,217538,186997,259883,564428,639349,1919,986963,849051,564428,14792,233049,391079,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,345995,564428,486317,900909,196941,350208,458689,836955,725226,508652,68247,259883,631216,842450,248116,986963,66602,564428,282545,328281,224261,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,143698,535383,318934,725226,978068,769279,259883,564428,384652,1919,515431,652039,631216,939892,233049,943842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,825125,763844,259883,564428,103213,248116,986963,66602,564428,282545,328281,224261,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,345995,259883,956772,486011,372431,350208,458689,836955,725226,563912,191680,259883,564428,992656,248116,986963,922170,564428,282545,314736,49415,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,486317,900909,196941,350208,458689,836955,725226,918580,295948,259883,564428,842450,248116,986963,66602,564428,282545,328281,224261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,345995,564428,198180,123979,600807,350208,458689,836955,725226,968825,80504,259883,564428,968571,248116,986963,242981,702779,230046,789176,447190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,486317,900909,196941,350208,458689,836955,725226,255541,805471,259883,564428,782431,248116,986963,66602,564428,282545,328281,224261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,345995,259883,418111,978909,372431,350208,458689,836955,725226,875370,634586,259883,631216,436199,248116,986963,50602,564428,282545,383751,49415,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,486317,900909,196941,350208,458689,836955,725226,552081,965542,259883,564428,383076,248116,986963,66602,564428,282545,328281,224261,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,410736,535383,261803,725226,4990,742639,259883,564428,961000,248116,986963,848925,702779,63748,328281,128466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,259883,882473,786266,326240,350208,458689,836955,725226,67074,763844,259883,564428,949119,248116,986963,215368,702779,939892,383751,943842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,259883,882473,986835,372431,350208,458689,836955,725226,408634,749063,259883,564428,458865,248116,986963,215368,702779,939892,983811,943842,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,276344,971226,974780,921618,543856,968867,259883,564428,43832,248116,986963,759266,702779,63748,328281,128466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,345995,564428,246871,143941,372431,350208,458689,836955,725226,5351,501858,259883,564428,672290,248116,986963,636769,702779,869051,328281,943842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,351888,259883,429460,964007,815315,367506,458689,318934,760361,150740,681830,905210,564428,445322,248116,986963,187224,564428,30617,328281,49415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,423728,971226,974780,725226,523956,507435,259883,564428,898368,248116,986963,690563,702779,939892,328281,943842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,345995,564428,957312,200464,326240,350208,458689,836955,725226,251585,79269,259883,564428,860684,248116,986963,849051,564428,14792,53283,391079,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,567351,779229,259883,564428,981586,248116,986963,681505,564428,282545,849033,49415,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,276344,971226,974780,994928,372305,705088,259883,564428,721508,248116,986963,529564,702779,359276,103976,943842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,345995,564428,905751,191494,372431,350208,458689,836955,725226,552036,437373,259883,564428,978418,248116,986963,756771,259883,441968,328281,897376,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,593007,887100,318934,235686,380854,985716,259883,564428,51245,248116,986963,690563,702779,939892,328281,943842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,345995,259883,882473,986835,372431,350208,458689,836955,725226,211765,562411,259883,564428,20869,248116,986963,946226,631216,939892,177175,218808,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,361207,702644,326240,350208,458689,836955,725226,871814,887272,259883,564428,440870,1919,515431,777868,631216,939892,328281,218808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,462940,845683,318934,725226,619782,335399,259883,702779,77503,248116,986963,121569,259883,485783,125425,203171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,708186,372213,259883,564428,22521,248116,986963,66602,564428,282545,328281,224261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,345995,259883,882473,986835,372431,350208,458689,836955,725226,497621,716201,259883,631216,981012,248116,986963,109377,631216,939892,103976,943842,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,833928,763844,259883,564428,410377,248116,986963,66602,564428,282545,849033,224261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,259883,882473,986835,372431,350208,458689,836955,725226,843151,29722,259883,564428,870799,248116,986963,435684,631216,479378,328281,943842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,173794,564428,905526,84956,815315,350208,458689,836955,867442,849150,955727,564428,564428,977319,248116,986963,186062,702779,939892,233049,943842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,56912,177847,326240,350208,458689,836955,725226,959627,748718,259883,564428,641393,248116,986963,962764,702779,779763,383751,943842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,259883,36999,966117,372431,350208,458689,836955,725226,289239,174170,259883,564428,455796,248116,986963,328433,702779,270568,864016,943842,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,521972,131171,372431,350208,458689,836955,725226,720764,252607,259883,564428,73180,803942,807057,394758,564428,282545,328281,340735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,486317,900909,196941,350208,458689,836955,725226,54364,763844,259883,564428,303732,248116,986963,764932,564428,282545,328281,49415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,85287,535383,158179,422525,640967,429140,259883,564428,445322,248116,986963,187224,564428,282545,328281,49415,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,135734,971226,261803,19146,140061,865805,259883,631216,43832,248116,986963,759266,702779,359276,103976,128466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,276344,535383,974780,19146,584179,745855,259883,631216,43832,248116,986963,759266,702779,359276,74681,128466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,345995,564428,486317,900909,196941,350208,458689,836955,725226,255541,985716,259883,564428,782431,248116,986963,66602,564428,282545,328281,224261,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,361207,702644,326240,350208,458689,836955,725226,73534,805471,259883,564428,14079,1919,515431,777868,631216,939892,328281,218808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,345995,259883,138225,109852,372431,350208,458689,836955,725226,823157,880405,259883,564428,855456,248116,986963,50602,564428,282545,383751,49415,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,345995,259883,343534,368606,372431,350208,458689,836955,725226,113262,763844,259883,564428,639729,248116,986963,962167,702779,479378,383751,943842,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,486317,900909,196941,350208,458689,836955,725226,615566,763844,259883,564428,218015,248116,986963,230793,564428,282545,929369,49415,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,462940,845683,318934,725226,556738,335399,259883,564428,77503,248116,986963,121569,259883,485783,125425,203171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,345995,259883,138225,624751,372431,350208,458689,836955,725226,579309,705088,259883,564428,190209,248116,986963,962167,702779,479378,233049,943842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,345995,564428,486317,900909,196941,350208,458689,836955,725226,807796,782803,259883,564428,782431,248116,986963,66602,564428,282545,849033,224261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,486317,900909,196941,350208,458689,836955,725226,255541,675270,259883,564428,782431,248116,986963,66602,564428,282545,328281,224261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,259883,246871,143941,372431,350208,458689,836955,725226,700636,808344,259883,564428,3278,248116,986963,827654,631216,452946,328281,974043,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,593007,535383,261803,725226,955592,553336,259883,564428,176281,248116,986963,25652,564428,282545,328281,49415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,802562,845683,974780,725226,249093,951569,259883,564428,359168,248116,986963,527750,564428,218808,476711,957983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,345995,564428,429460,964007,815315,891221,880694,318934,725226,38660,733826,259883,564428,636763,248116,986963,289146,702779,270568,328281,460151,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,593007,535383,318934,725226,380854,947019,259883,564428,51245,248116,986963,690563,702779,939892,328281,943842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,345995,564428,181983,653276,372431,350208,458689,836955,725226,748016,456267,259883,564428,457588,248116,986963,394758,564428,282545,70588,340735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,849498,832114,372431,350208,458689,836955,725226,371389,571007,259883,564428,457588,248116,986963,394758,564428,479378,233049,107673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,345995,564428,486317,900909,196941,350208,458689,836955,725226,456171,782803,259883,564428,842450,248116,986963,66602,564428,282545,328281,224261,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,429460,964007,815315,462940,845683,318934,725226,892209,771017,259883,702779,943233,248116,986963,121569,259883,485783,802837,203171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,259883,377955,453836,372431,350208,458689,836955,725226,64960,705088,259883,564428,190209,248116,986963,962167,702779,479378,233049,943842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,345995,564428,429460,964007,815315,593007,535383,261803,725226,201020,967146,259883,564428,66376,248116,986963,25652,564428,869051,328281,49415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,345995,564428,849498,832114,372431,350208,458689,836955,725226,879719,429140,259883,564428,88716,248116,986963,123895,564428,870086,383751,974043,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,345995,259883,813005,385828,372431,350208,458689,836955,725226,649055,907488,259883,564428,881896,248116,986963,910991,564428,762169,233049,391079,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
